(353.0,240.0,31.0)
(354.0,240.0,31.0)
(355.0,240.0,31.0)
(356.0,240.0,31.0)
(357.0,240.0,31.0)
(358.0,240.0,31.0)
(359.0,240.0,31.0)
(360.0,240.0,31.0)
(361.0,240.0,31.0)
(362.0,240.0,31.0)
(363.0,239.0,31.0)
(364.0,238.0,31.0)
(365.0,237.0,31.0)
(366.0,236.0,31.0)
(367.0,235.0,31.0)
(368.0,235.0,31.0)
(369.0,235.0,31.0)
(370.0,235.0,31.0)
(371.0,235.0,31.0)
(372.0,235.0,31.0)
(373.0,235.0,31.0)
(374.0,235.0,31.0)
(375.0,235.0,31.0)
(376.0,235.0,31.0)
(377.0,235.0,31.0)
(377.0,235.0,31.0)
(378.0,235.0,31.0)
(379.0,235.0,31.0)
(380.0,235.0,31.0)
(381.0,235.0,31.0)
(382.0,235.0,31.0)
(383.0,235.0,31.0)
(384.0,235.0,31.0)
(385.0,235.0,31.0)
(386.0,235.0,31.0)
(387.0,235.0,31.0)
(388.0,235.0,31.0)
(389.0,235.0,31.0)
(390.0,235.0,31.0)
(391.0,235.0,31.0)
(392.0,234.0,31.0)
(393.0,233.0,31.0)
(394.0,232.0,31.0)
(395.0,231.0,31.0)
(396.0,231.0,31.0)
(397.0,231.0,31.0)
(398.0,231.0,31.0)
(399.0,231.0,31.0)
(400.0,231.0,31.0)
(401.0,231.0,31.0)
(401.0,231.0,31.0)
(402.0,231.0,31.0)
(403.0,231.0,31.0)
(404.0,231.0,31.0)
(405.0,231.0,31.0)
(406.0,231.0,31.0)
(407.0,231.0,31.0)
(408.0,231.0,31.0)
(409.0,231.0,31.0)
(410.0,231.0,31.0)
(411.0,231.0,31.0)
(412.0,230.0,31.0)
(413.0,229.0,31.0)
(414.0,228.0,31.0)
(415.0,227.0,31.0)
(416.0,226.0,31.0)
(417.0,225.0,31.0)
(418.0,225.0,31.0)
(419.0,225.0,31.0)
(420.0,225.0,31.0)
(421.0,225.0,31.0)
(422.0,225.0,31.0)
(423.0,225.0,31.0)
(424.0,225.0,31.0)
(424.0,225.0,31.0)
(425.0,225.0,31.0)
(426.0,225.0,31.0)
(427.0,225.0,31.0)
(428.0,225.0,31.0)
(429.0,225.0,31.0)
(430.0,225.0,31.0)
(431.0,224.0,31.0)
(432.0,224.0,31.0)
(433.0,223.0,31.0)
(434.0,222.0,31.0)
(435.0,221.0,31.0)
(436.0,220.0,31.0)
(437.0,219.0,31.0)
(438.0,219.0,31.0)
(439.0,218.0,31.0)
(440.0,218.0,31.0)
(441.0,218.0,31.0)
(442.0,218.0,31.0)
(443.0,218.0,31.0)
(444.0,218.0,31.0)
(445.0,218.0,31.0)
(445.0,218.0,31.0)
(446.0,218.0,31.0)
(447.0,218.0,31.0)
(448.0,218.0,31.0)
(449.0,218.0,31.0)
(450.0,218.0,31.0)
(451.0,218.0,31.0)
(452.0,218.0,31.0)
(453.0,217.0,31.0)
(454.0,216.0,31.0)
(455.0,216.0,31.0)
(456.0,216.0,31.0)
(457.0,215.0,31.0)
(458.0,215.0,31.0)
(459.0,214.0,31.0)
(460.0,213.0,31.0)
(461.0,212.0,31.0)
(462.0,212.0,31.0)
(463.0,212.0,31.0)
(464.0,212.0,31.0)
(465.0,212.0,31.0)
(466.0,212.0,31.0)
(466.0,212.0,31.0)
(467.0,212.0,31.0)
(468.0,212.0,31.0)
(469.0,212.0,31.0)
(470.0,212.0,31.0)
(471.0,212.0,31.0)
(472.0,212.0,31.0)
(473.0,212.0,31.0)
(474.0,212.0,31.0)
(475.0,212.0,31.0)
(476.0,212.0,31.0)
(477.0,212.0,31.0)
(478.0,212.0,31.0)
(479.0,212.0,31.0)
(480.0,212.0,31.0)
(481.0,211.0,31.0)
(482.0,210.0,31.0)
(483.0,209.0,31.0)
(484.0,209.0,31.0)
(485.0,209.0,31.0)
(486.0,209.0,31.0)
(487.0,209.0,31.0)
(488.0,209.0,31.0)
(489.0,209.0,31.0)
(490.0,209.0,31.0)
(491.0,209.0,31.0)
(492.0,209.0,31.0)
(493.0,209.0,31.0)
(494.0,209.0,31.0)
(495.0,209.0,31.0)
(496.0,209.0,31.0)
(497.0,209.0,31.0)
(497.0,209.0,31.0)
(498.0,209.0,31.0)
(499.0,209.0,31.0)
(500.0,209.0,31.0)
(501.0,209.0,31.0)
(502.0,209.0,31.0)
(503.0,209.0,31.0)
(504.0,209.0,31.0)
(505.0,209.0,31.0)
(506.0,209.0,31.0)
(507.0,209.0,31.0)
(508.0,209.0,31.0)
(509.0,209.0,31.0)
(510.0,209.0,31.0)
(511.0,209.0,31.0)
(512.0,209.0,31.0)
(513.0,208.0,31.0)
(514.0,208.0,31.0)
(515.0,208.0,31.0)
(516.0,208.0,31.0)
(517.0,208.0,31.0)
(518.0,207.0,31.0)
(519.0,206.0,31.0)
(520.0,205.0,31.0)
(521.0,205.0,31.0)
(522.0,205.0,31.0)
(523.0,205.0,31.0)
(524.0,205.0,31.0)
(525.0,205.0,31.0)
(526.0,205.0,31.0)
(526.0,205.0,31.0)
(527.0,205.0,31.0)
(528.0,205.0,31.0)
(529.0,205.0,31.0)
(530.0,205.0,31.0)
(531.0,205.0,31.0)
(532.0,205.0,31.0)
(533.0,205.0,31.0)
(534.0,205.0,31.0)
(535.0,205.0,31.0)
(536.0,205.0,31.0)
(537.0,205.0,31.0)
(538.0,205.0,31.0)
(539.0,205.0,31.0)
(540.0,205.0,31.0)
(541.0,205.0,31.0)
(542.0,205.0,31.0)
(543.0,205.0,31.0)
(544.0,205.0,31.0)
(545.0,205.0,31.0)
(546.0,205.0,31.0)
(547.0,204.0,31.0)
(548.0,203.0,31.0)
(549.0,203.0,31.0)
(550.0,203.0,31.0)
(551.0,203.0,31.0)
(551.0,203.0,31.0)
(552.0,203.0,31.0)
(553.0,203.0,31.0)
(554.0,203.0,31.0)
(555.0,203.0,31.0)
(556.0,203.0,31.0)
(557.0,203.0,31.0)
(558.0,203.0,31.0)
(559.0,203.0,31.0)
(560.0,203.0,31.0)
(561.0,203.0,31.0)
(562.0,203.0,31.0)
(563.0,203.0,31.0)
(564.0,202.0,30.0)
(565.0,202.0,30.0)
(566.0,202.0,30.0)
(567.0,202.0,30.0)
(568.0,202.0,30.0)
(569.0,202.0,30.0)
(570.0,202.0,30.0)
(571.0,202.0,30.0)
(572.0,202.0,30.0)
(573.0,202.0,30.0)
(574.0,202.0,30.0)
(575.0,202.0,30.0)
(576.0,202.0,30.0)
(576.0,202.0,30.0)
(577.0,202.0,30.0)
(578.0,202.0,30.0)
(579.0,202.0,30.0)
(580.0,202.0,30.0)
(581.0,202.0,30.0)
(582.0,202.0,30.0)
(583.0,202.0,30.0)
(584.0,202.0,30.0)
(585.0,202.0,30.0)
(586.0,202.0,30.0)
(587.0,202.0,30.0)
(588.0,202.0,30.0)
(589.0,202.0,30.0)
(590.0,202.0,30.0)
(591.0,202.0,30.0)
(592.0,202.0,30.0)
(593.0,201.0,30.0)
(594.0,201.0,30.0)
(595.0,201.0,30.0)
(596.0,201.0,30.0)
(597.0,201.0,30.0)
(598.0,201.0,30.0)
(599.0,201.0,30.0)
(600.0,201.0,30.0)
(601.0,201.0,30.0)
(602.0,201.0,30.0)
(603.0,201.0,30.0)
(604.0,201.0,30.0)
(605.0,201.0,30.0)
(606.0,201.0,30.0)
(607.0,201.0,30.0)
(608.0,201.0,30.0)
(609.0,201.0,30.0)
(609.0,201.0,30.0)
(610.0,201.0,30.0)
(611.0,201.0,30.0)
(612.0,201.0,30.0)
(613.0,201.0,30.0)
(614.0,201.0,30.0)
(615.0,201.0,30.0)
(616.0,201.0,30.0)
(617.0,201.0,30.0)
(618.0,201.0,30.0)
(619.0,201.0,30.0)
(620.0,201.0,30.0)
(621.0,201.0,30.0)
(622.0,201.0,30.0)
(623.0,201.0,30.0)
